public.payment.errors.addressNotAvailable,The address cannot be found. Please select a street address from the suggestions.,No se puede encontrar la dirección. Seleccione una dirección postal de las sugerencias.,L'adresse est introuvable. Veuillez sélectionner une adresse parmi les suggestions.,Die Adresse kann nicht gefunden werden. Bitte wählen Sie eine Straße aus den Vorschlägen aus.,Impossibile trovare l'indirizzo. Seleziona un indirizzo dai suggerimenti.,O endereço não pode ser encontrado. Selecione um endereço de rua a partir das sugestões.,Het adres kan niet worden gevonden. Selecteer een adres uit de suggesties.,Η διεύθυνση δεν μπορεί να βρεθεί. Επέλεξε μια διεύθυνση από τις προτάσεις,"Адрес не найден. Пожалуйста, выберите почтовый адрес из предложенных.",Adres bulunamadı. Lütfen önerilerden bir sokak adresi seçin.,주소를 찾을 수 없습니다. 제안에서 주소를 선택하십시오.,Không thể tìm thấy địa chỉ. Vui lòng chọn một địa chỉ đường phố từ các đề xuất.,पता नहीं मिल रहा है। कृपया सुझावों में से एक सड़क का पता चुनें।,找不到地址。请从建议中选择街道地址。,ご指定の住所が見つかりません。候補よりご選択ください。,Adresa se ne može pronaći. Molimo odaberite adresu iz prijedloga.,Адреса није пронађена. Молимо да изаберете адресу из предлога.,"Адресът не може да бъде намерен. Моля, изберете адрес от предложенията.",Адресата не може да се најде. Изберете улична адреса од предлозите.,Adresu nelze najít. Z návrhů vyberte adresu.,Adressen kan ikke findes. Vælg en gadeadresse fra forslagene.,Osoitetta ei löydy. Valitse katuosoite ehdotuksista.,Adressen ble ikke funnet. Velg en gateadresse fra forslagene.,Adressen kan inte hittas. Välj en gatuadress från förslagen.,ঠিকানা পাওয়া যাবে না। পরামর্শ থেকে একটি রাস্তার ঠিকানা নির্বাচন করুন।,"A cím nem található. Kérjük, válasszon egy utcát a javaslatok közül.",Alamat tidak dapat ditemukan. Silakan pilih alamat jalan dari saran.,Adresa nu poate fi găsită. Vă rugăm să selectați o adresă de stradă din sugestii.,"Адресу неможливо знайти. Будь ласка, виберіть адресу з пропозицій.",Nie można znaleźć adresu. Wybierz adres z sugestii.,Adresa nije pronađena. Odaberite adresu iz prijedloga.,"Adresi nevar atrast. Lūdzu, izvēlieties ieteikumu no adreses.",Hindi matagpuan ang address. Mangyaring pumili ng address ng kalye mula sa mga mungkahi.,पत्ता सापडत नाही. कृपया सूचनांमधून रस्त्याचा पत्ता निवडा.,સરનામું મળી શકતું નથી. કૃપા કરીને સૂચનોમાંથી શેરીનું સરનામું પસંદ કરો.,آدرس را نمی توان پیدا کرد. لطفاً آدرس خیابان را از میان پیشنهادها انتخاب کنید.,لا يمكن العثور على العنوان. الرجاء تحديد عنوان شارع من الاقتراحات.,לא ניתן למצוא את הכתובת. אנא בחר כתובת רחוב מההצעות.,پتہ نہیں مل سکتا۔ براہ کرم تجاویز میں سے ایک گلی کا پتہ منتخب کریں۔
public.store.dashboard.placeOrderInOpeningTimes,You can only place an order during the store's opening times,Solo se puede realizar un pedido durante el horario de apertura de la tienda,Vous ne pouvez passer commande que pendant les heures d'ouverture du magasin,Eine Bestellung ist nur während der Öffnungszeiten des Stores möglich,Puoi effettuare un ordine solo durante gli orari di apertura del negozio,Você só pode fazer um pedido durante o horário de funcionamento da loja,Bestellen kan alleen tijdens de openingstijden van de winkel,Mπροείς να παραγγείλεις μόνο όταν το μαγαζί είναι ανοιχτό,Оформить заказ можно только в часы работы магазина.,Sadece mağazanın açık olduğu saatlerde sipariş verebilirsiniz.,매장 오픈 시간에만 주문 가능합니다,Bạn chỉ có thể đặt hàng trong thời gian cửa hàng mở cửa,आप केवल स्टोर के खुलने के समय के दौरान ही ऑर्डर दे सकते हैं,您只能在商店营业时间内下订单,注文は店舗の営業時間内のみ可能です,Narudžbu možete izvršiti samo za vrijeme radnog vremena trgovine,Можете наручити само током радног времена продавнице,Можете да направите поръчка само по време на работното време на магазина,Можете да нарачате само за време на работното време на продавницата,Objednávku lze provést pouze během otevírací doby prodejny,Du kan kun bestille i butikkens åbningstider,Tilauksen voi tehdä vain myymälän aukioloaikoina,Du kan kun bestille i butikkens åpningstider,Du kan endast lägga en beställning under butikens öppettider,আপনি শুধুমাত্র দোকান খোলার সময় একটি অর্ডার দিতে পারেন,Rendelést csak az üzlet nyitvatartási idejében lehet leadni,Anda hanya dapat memesan selama jam buka toko,Puteți plasa o comandă doar în timpul orelor de deschidere a magazinului,Оформити замовлення можна лише в час роботи магазину,Zamówienie można złożyć tylko w godzinach otwarcia sklepu,Narudžbu možete naručiti samo tokom radnog vremena prodavnice,Pasūtījumu var veikt tikai veikala darba laikā,Maaari ka lang mag-order sa mga oras ng pagbubukas ng tindahan,तुम्ही फक्त स्टोअर उघडण्याच्या वेळेतच ऑर्डर देऊ शकता,તમે માત્ર સ્ટોર ખોલવાના સમય દરમિયાન જ ઓર્ડર આપી શકો છો,فقط در ساعات باز بودن فروشگاه می توانید سفارش دهید,يمكنك فقط تقديم طلب خلال أوقات عمل المتجر,ניתן לבצע הזמנה רק בשעות הפתיחה של החנות,آپ اسٹور کے کھلنے کے اوقات میں ہی آرڈر دے سکتے ہیں۔
public.checkout.expiry,Expiry Date(MMYY),Fecha de caducidad (MMAA),Date d'expiration (MMAA),Ablaufdatum (MMJJ),Data di scadenza (MMAA),Data de expiração (MMYY),Vervaldatum (MMYY),Ημερομηνία λήξης (MMYY),Срок годности (ММГГ),Son Kullanma Tarihi(AAYY),만료일(MMYY),Ngày hết hạn (MMYY),समाप्ति तिथि (एमएमवाईवाई),到期日(MMYY),有効期限(MMYY),Datum isteka (MMGG),Датум истека (ММГГ),Дата на изтичане (MMYY),Датум на истекување (MMYY),Datum vypršení platnosti (MMRR),Udløbsdato (MMÅÅ),Viimeinen voimassaolopäivä (KKVY),Utløpsdato (MMÅÅ),Sista utgångsdatum (MMÅÅ),মেয়াদ শেষ হওয়ার তারিখ (MMYY),Lejárati dátum (MMYY),Tanggal Kedaluwarsa (MMYY),Data de expirare (LLAA),Дата закінчення (ММРР),Data ważności (MMRR),Datum isteka (MMGG),Derīguma termiņš (MMGG),Petsa ng Pag-expire(MMYY),कालबाह्यता तारीख (MMYY),સમાપ્તિ તારીખ (MMYY),تاریخ انقضا (MMYY),تاريخ انتهاء الصلاحية (MMYY),תאריך תפוגה (MMYY),میعاد ختم ہونے کی تاریخ (MMYY)
public.payment.trustPayments,TrustPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public.main.typeUrl,Type a URL or store name,Escribe una URL o el nombre de la tienda,Tapez une URL ou un nom de magasin,Geben Sie eine URL oder einen Geschäftsnamen ein,Digita un URL o il nome del negozio,Digite um URL ou nome de loja,Typ een URL of winkelnaam,Πληκτρολόγησηε μια διεύθυνση URL ή ένα όνομα καταστήματος,Введите URL или название магазина,Bir URL veya mağaza adı yazın,URL 또는 상점 이름을 입력하세요.,Nhập URL hoặc tên cửa hàng,यूआरएल या स्टोर का नाम टाइप करें,输入 URL 或商店名称,URLまたは店舗名を入力してください,Unesite URL ili naziv trgovine,Унесите УРЛ или назив продавнице,Въведете URL адрес или име на магазин,Внесете URL или име на продавница,Zadejte adresu URL nebo název obchodu,Indtast en URL- eller butiksnavn,Kirjoita URL-osoite tai kaupan nimi,Skriv inn en URL eller et butikknavn,Skriv en URL eller butiksnamn,একটি URL বা স্টোরের নাম টাইপ করুন,Írjon be egy URL-t vagy az üzlet nevét,Ketik URL atau nama toko,Introdu o adresă URL sau un nume de magazin,Введіть URL-адресу або назву магазину,Wpisz adres URL lub nazwę sklepu,Unesite URL ili naziv trgovine,Ierakstiet URL vai veikala nosaukumu,Mag-type ng URL o pangalan ng tindahan,URL किंवा स्टोअरचे नाव टाइप करा,URL અથવા સ્ટોરનું નામ લખો,URL یا نام فروشگاه را تایپ کنید,اكتب عنوان URL أو اسم المتجر,הקלד כתובת אתר או שם חנות,یو آر ایل یا اسٹور کا نام ٹائپ کریں۔
public.main.invalidUrl,URL is invalid,La URL no es válida,L'URL n'est pas valide,URL ist ungültig,L'URL non è valido,O URL é inválido,URL is ongeldig,Η διεύθυνση URL δεν είναι έγκυρη,URL-адрес недействителен,URL geçersiz,URL이 잘못되었습니다.,URL không hợp lệ,यूआरएल अमान्य है,网址无效,URLが無効です,URL nije važeći,УРЛ је неважећи,URL адресът е невалиден,URL-то е неважечко,Adresa URL je neplatná,URL er ugyldig,URL-osoite on virheellinen,URL er ugyldig,URL är ogiltig,URL অবৈধ৷,Az URL érvénytelen,URL tidak valid,Adresa URL este nevalidă,URL-адреса недійсна,URL jest nieprawidłowy,URL je nevažeći,URL nav derīgs,Di-wasto ang URL,URL अवैध आहे,URL અમાન્ય છે,URL نامعتبر است,عنوان URL غير صالح,כתובת האתר אינה חוקית,URL غلط ہے۔
public.main.scanQRCode,Scan a QR Code,Escanear un código QR,Scannez un code QR,Scannen Sie einen QR-Code,Scansiona un codice QR,Digitalize um código QR,Scan een QR-code,Σκανάρισμά κωδικού,Сканировать QR-код,QR Kodu tarayın,QR 코드 스캔,Quét mã QR,एक क्यूआर कोड स्कैन करें,扫描二维码,QRコードを読み取る,Skenirajte QR kod,Скенирајте КР код,Сканирайте QR код,Скенирајте QR-код,Naskenujte QR kód,Scan en QR-kode,Skannaa QR-koodi,Skann en QR-kode,Skanna en QR-kod,একটি QR কোড স্ক্যান করুন,QR-kód beolvasása,Pindai Kode QR,Scanați un cod QR,Скануйте QR-код,Zeskanuj kod QR,Skenirajte QR kod,Skenējiet QR kodu,Mag-scan ng QR Code,QR कोड स्कॅन करा,QR કોડ સ્કેન કરો,یک کد QR را اسکن کنید,امسح رمز الاستجابة السريعة ضوئيًا,סרוק קוד QR,QR کوڈ اسکین کریں۔
public.global.recents,Recents,Recientes,Récents,Letzte,Recenti,Recentes,Recente,Πρόσφατα,Недавние,son bilgiler,최근,Gần đây,हाल ही,最近的,最新情報,Nedavno,Недавно,Наскоро,Неодамнешни,Nedávné,Seneste,Viimeaikaiset,Nylig,Senaste,সাম্প্রতিক,Legutóbbiak,Terbaru,Recente,Останні,Ostatnie,Nedavno,Nesen,Recents,अलीकडील,તાજેતરના,اخیر,حديث,אחרונים,حالیہ
public.recents.nothingFound,Nothing found here,No se encontró nada aquí,Rien trouvé ici,Hier nichts gefunden,Niente trovato qui,Nada encontrado aqui,Niets gevonden hier,Δεν βρέθηκε τίποτα εδώ,Здесь ничего не найдено,Burada hiçbir şey bulunamadı,검색된 항목이 없습니다.,Không tìm thấy gì ở đây,यहाँ कुछ नहीं मिला,在这里找不到任何东西,ここには何もありません,Ovdje ništa nije pronađeno,Овде ништа није пронађено,Тук не е намерено нищо,Ништо не се најде овде,Nic se zde nenašlo,Intet fundet her,Täältä ei löytynyt mitään,Ingenting funnet her,Inget hittat här,এখানে কিছুই পাওয়া যায়নি,Itt nem találtunk semmit,Tidak ada yang ditemukan di sini,Nu s-a găsit nimic aici,Тут нічого не знайдено,Nic tu nie znaleziono,Ovdje ništa nije pronađeno,Šeit nekas nav atrasts,Walang nahanap dito,येथे काहीही सापडले नाही,અહીં કશું મળ્યું નથી,اینجا چیزی پیدا نشد,لم يتم العثور على شيء هنا,שום דבר לא נמצא כאן,یہاں کچھ نہیں ملا
public.main.storeNotFound,The store was not found,No se encontró la tienda.,Le magasin n'a pas été trouvé,Der Shop wurde nicht gefunden,Il negozio non è stato trovato,A loja não foi encontrada,De winkel is niet gevonden,Το κατάστημα δεν βρέθηκε,Магазин не найден,mağaza bulunamadı,상점을 찾을 수 없습니다,Cửa hàng không được tìm thấy,दुकान नहीं मिली,找不到店铺,店舗が見つかりませんでした,Trgovina nije pronađena,Продавница није пронађена,Магазинът не е намерен,Продавницата не беше пронајдена,Prodejna nebyla nalezena,Butikken blev ikke fundet,Kauppaa ei löytynyt,Butikken ble ikke funnet,Butiken hittades inte,দোকান পাওয়া যায়নি,Az üzlet nem található,Toko tidak ditemukan,Magazinul nu a fost găsit,Магазин не знайдено,Sklep nie został znaleziony,Prodavnica nije pronađena,Veikals netika atrasts,Hindi nakita ang tindahan,दुकान सापडले नाही,દુકાન મળી ન હતી,فروشگاه پیدا نشد,لم يتم العثور على المتجر,החנות לא נמצאה,دکان نہیں ملی
public.main.storeSaved,Store information saved successfully!,¡La información de la tienda se guardó correctamente!,Informations sur le magasin enregistrées avec succès !,Geschäftsinformationen erfolgreich gespeichert!,Memorizza le informazioni salvate con successo!,Armazenar informações salvas com sucesso!,Bewaar informatie succesvol opgeslagen!,Οι πληροφορίες του καταστήματος αποθηκεύτηκαν με επιτυχία!,Информация магазина успешно сохранена!,Bilgileri depola başarıyla kaydedildi!,스토어 정보가 성공적으로 저장되었습니다!,Lưu trữ thông tin đã được lưu thành công!,स्टोर जानकारी सफलतापूर्वक सहेजी गई!,店铺信息保存成功！,店舗情報の保存に成功しました,Podaci o trgovini uspješno su spremljeni!,Информације о продавници су успешно сачуване!,Информацията за съхраняване е запазена успешно!,Информациите за складирање се успешно зачувани!,Uložit informace úspěšně uloženy!,Oplysninger om opbevaring er gemt!,Tallennustiedot tallennettu onnistuneesti!,Lagringsinformasjon er lagret!,Lagringsinformationen har sparats!,স্টোর তথ্য সফলভাবে সংরক্ষিত!,Az adatok tárolása sikeresen mentve!,Simpan informasi berhasil disimpan!,Informațiile stocate au fost salvate cu succes!,Інформацію про магазин успішно збережено!,Informacje o sklepie zostały pomyślnie zapisane!,Informacije o trgovini uspješno su sačuvane!,Saglabātā informācija ir veiksmīgi saglabāta!,Matagumpay na na-save ang impormasyon sa tindahan!,स्टोअर माहिती यशस्वीरित्या जतन केली!,સ્ટોર માહિતી સફળતાપૂર્વક સાચવી!,اطلاعات فروشگاه با موفقیت ذخیره شد!,تم حفظ معلومات المتجر بنجاح!,מידע החנות נשמר בהצלחה!,اسٹور کی معلومات کامیابی کے ساتھ محفوظ ہوگئی!
public.main.navigateStoreConfirm,Navigate to the store?,¿Navegar a la tienda?,Accéder au magasin ?,Navigieren Sie zum Shop?,Vai al negozio?,Navegar até a loja?,Naar de winkel navigeren?,Πλοήγηση στο κατάστημα;,Перейти в магазин?,Mağazaya git?,매장으로 이동하시겠습니까?,Điều hướng đến cửa hàng?,स्टोर पर नेविगेट करें?,导航到商店？,店舗に移動しますか？,Navigacija do trgovine?,Навигација до продавнице?,Навигирайте до магазина?,Одете до продавницата?,Navigovat do obchodu?,Naviger til butikken?,Navigoitko kauppaan?,Navigere til butikken?,Navigera till butiken?,দোকান নেভিগেট?,Navigálni az üzletbe?,Arahkan ke toko?,Navigați la magazin?,Перейти до магазину?,Przejść do sklepu?,Navigacija do trgovine?,Vai doties uz veikalu?,Mag-navigate sa tindahan?,दुकानात नेव्हिगेट करायचे?,સ્ટોર પર નેવિગેટ કરીએ?,به فروشگاه بروید؟,انتقل إلى المتجر؟,נווט לחנות?,اسٹور پر جائیں؟
public.global.information,Information,Información,Information,Information,Informazione,Em formação,Informatie,Πληροφορίες,Информация,Bilgi,정보,Thông tin,जानकारी,信息,店舗情報,Informacija,Информације,Информация,Информации,Informace,Information,Tiedot,Informasjon,Information,তথ্য,Információ,Informasi,informație,Інформація,Informacja,Informacije,Informācija,Impormasyon,माहिती,માહિતી,اطلاعات,معلومة,מֵידָע,معلومات
public.global.yes,Yes,sí,Oui,ja,sì,sim,Ja,Ναί,да,Evet,네,Đúng,हां,是的,はい,Da,да,да,Да,Ano,Ja,Joo,Ja,Ja,হ্যাঁ,Igen,Ya,da,Так,tak,Da,Jā,Oo,होय,હા,آره,نعم,כן,جی ہاں
public.global.no,No,No,Non,Nein,No,Não,Nee,Οχι,Нет,Numara,아니,Không,नहीं,不,いいえ,Ne,Не,Не,бр,Ne,Ingen,Ei,Nei,Nej,না,Nem,Tidak,Nu,Немає,Nie,br,Nē,Hindi,नाही,ના,خیر,رقم,לא,نہیں
public.global.error,Error,Error,Erreur,Fehler,Errore,Erro,Fout,Λάθος,Ошибка,Hata,오류,Lỗi,त्रुटि,错误,エラー,Greška,Грешка,Грешка,Грешка,Chyba,Fejl,Virhe,Feil,Fel,ত্রুটি,Hiba,Kesalahan,Eroare,Помилка,Błąd,Greška,Kļūda,Error,त्रुटी,ભૂલ,خطا,خطأ,שְׁגִיאָה,خرابی
public.global.errorQRScanner,Error occurred with QR Scanner!,¡Ocurrió un error con el escáner QR!,Une erreur s'est produite avec QR Scanner !,Beim QR-Scanner ist ein Fehler aufgetreten!,Si è verificato un errore con QR Scanner!,Ocorreu um erro com o QR Scanner!,Er is een fout opgetreden met de QR-scanner!,Παρουσιάστηκε σφάλμα με το QR Scanner!,Произошла ошибка со сканером QR!,QR Tarayıcı ile hata oluştu!,QR 스캐너에서 오류가 발생했습니다!,Đã xảy ra lỗi với Máy quét QR!,क्यूआर स्कैनर के साथ त्रुटि हुई!,QR 扫描仪出现错误！,QRスキャナでエラーが発生しました,Došlo je do pogreške s QR skenerom!,Дошло је до грешке са КР скенером!,Възникна грешка с QR скенера!,Настана грешка со QR скенер!,U skeneru QR došlo k chybě!,Der opstod en fejl med QR-scanner!,QR-skannerissa tapahtui virhe!,Det oppsto en feil med QR-skanner!,Fel uppstod med QR-skannern!,QR স্ক্যানারে ত্রুটি ঘটেছে!,Hiba történt a QR-szkennerrel!,Terjadi kesalahan dengan Pemindai QR!,A apărut o eroare cu QR Scanner!,Сталася помилка з QR-сканером!,Wystąpił błąd skanera QR!,Došlo je do greške sa QR skenerom!,Ar QR skeneri radās kļūda!,Nagkaroon ng error sa QR Scanner!,QR स्कॅनरमध्ये त्रुटी आली!,QR સ્કેનરમાં ભૂલ આવી!,خطا با اسکنر QR رخ داد!,حدث خطأ مع QR Scanner!,אירעה שגיאה בסורק QR!,QR سکینر میں خرابی پیش آگئی!
public.global.confirm,Confirm,Confirmar,Confirmer,Bestätigen Sie,Confermare,Confirme,Bevestigen,Επιβεβαίωση,Подтверждать,Teyit etmek,확인하다,Xác nhận,पुष्टि करना,确认,確認,Potvrdite,Потврди,Потвърдете,Потврди,Potvrdit,Bekræfte,Vahvistaa,Bekrefte,Bekräfta,নিশ্চিত করুন,megerősít,Mengonfirmasi,A confirma,Підтвердьте,Potwierdzać,Potvrdi,Apstiprināt,Kumpirmahin,पुष्टी,પુષ્ટિ કરો,تایید,يتأكد,לְאַשֵׁר,تصدیق کریں۔
public.checkout.errors.ORDER_GPS_COORDINATES_NOT_PRESENT,We cannot find the address you provided. Please update the address and try again or contact the store.,No podemos encontrar la dirección que proporcionó. Actualice la dirección e intente nuevamente o comuníquese con la tienda.,Nous ne pouvons pas trouver l'adresse que vous avez fournie. Veuillez mettre à jour l'adresse et réessayer ou contacter le magasin.,Wir können die von Ihnen angegebene Adresse nicht finden. Bitte aktualisieren Sie die Adresse und versuchen Sie es erneut oder wenden Sie sich an den Store.,Non riusciamo a trovare l'indirizzo che ci hai fornito. Aggiorna l'indirizzo e riprova o contatta il negozio.,Não conseguimos encontrar o endereço que você forneceu. Atualize o endereço e tente novamente ou entre em contato com a loja.,We kunnen het door u opgegeven adres niet vinden. Werk het adres bij en probeer het opnieuw of neem contact op met de winkel.,Δεν μπορούμε να βρούμε τη διεύθυνση που δώσατε. Ενημερώστε τη διεύθυνση και δοκιμάστε ξανά ή επικοινωνήστε με το κατάστημα.,Мы не можем найти указанный вами адрес. Обновите адрес и попробуйте еще раз или обратитесь в магазин.,Verdiğiniz adresi bulamıyoruz. Lütfen adresi güncelleyin ve tekrar deneyin veya mağazayla iletişime geçin.,제공하신 주소를 찾을 수 없습니다. 주소를 업데이트하고 다시 시도하거나 매장에 문의하세요.,Chúng tôi không thể tìm thấy địa chỉ bạn đã cung cấp. Vui lòng cập nhật địa chỉ và thử lại hoặc liên hệ với cửa hàng.,हमें आपके द्वारा दिया गया पता नहीं मिल रहा है। कृपया पता अपडेट करें और पुनः प्रयास करें या स्टोर से संपर्क करें।,我们找不到您提供的地址。请更新地址并重试或联系商店。,ご入力いただいた住所が見つかりません。住所を更新して再試行するか、店舗へご連絡をお願いします。,Ne možemo pronaći adresu koju ste naveli. Ažurirajte adresu i pokušajte ponovo ili kontaktirajte trgovinu.,Не можемо да пронађемо адресу коју сте навели. Ажурирајте адресу и покушајте поново или контактирајте продавницу.,"Не можем да намерим посочения от вас адрес. Моля, актуализирайте адреса и опитайте отново или се свържете с магазина.",Не можеме да ја најдеме адресата што ја дадовте. Ажурирајте ја адресата и обидете се повторно или контактирајте ја продавницата.,"Nemůžeme najít adresu, kterou jste zadali. Aktualizujte adresu a zkuste to znovu, nebo kontaktujte obchod.","Vi kan ikke finde den adresse, du har angivet. Opdater adressen, og prøv igen, eller kontakt butikken.",Emme löydä antamaasi osoitetta. Päivitä osoite ja yritä uudelleen tai ota yhteyttä kauppaan.,"Vi finner ikke adressen du oppga. Oppdater adressen og prøv på nytt, eller kontakt butikken.",Vi hittar inte adressen du angav. Uppdatera adressen och försök igen eller kontakta butiken.,আপনার প্রদত্ত ঠিকানাটি আমরা খুঁজে পাই না। দয়া করে ঠিকানাটি আপডেট করুন এবং আবার চেষ্টা করুন বা স্টোরের সাথে যোগাযোগ করুন।,"Nem találjuk az Ön által megadott címet. Kérjük, frissítse a címet, és próbálkozzon újra, vagy lépjen kapcsolatba az áruházzal.",Kami tidak dapat menemukan alamat yang Anda berikan. Harap perbarui alamat dan coba lagi atau hubungi toko.,Nu putem găsi adresa pe care ați furnizat-o. Actualizați adresa și încercați din nou sau contactați magazinul.,Ми не можемо знайти вказану вами адресу. Оновіть адресу та спробуйте ще раз або зв’яжіться з магазином.,Nie możemy znaleźć podanego adresu. Zaktualizuj adres i spróbuj ponownie lub skontaktuj się ze sklepem.,Ne možemo pronaći adresu koju ste naveli. Ažurirajte adresu i pokušajte ponovo ili kontaktirajte trgovinu.,"Mēs nevaram atrast jūsu norādīto adresi. Lūdzu, atjauniniet adresi un mēģiniet vēlreiz vai sazinieties ar veikalu.",Hindi namin mahanap ang address na iyong ibinigay. Mangyaring i-update ang address at subukang muli o makipag-ugnay sa tindahan.,आपण प्रदान केलेला पत्ता आम्हाला सापडत नाही. कृपया पत्ता अद्यतनित करा आणि पुन्हा प्रयत्न करा किंवा स्टोअरशी संपर्क साधा.,અમે તમને પ્રદાન કરેલ સરનામું શોધી શકતા નથી. કૃપા કરી સરનામું અપડેટ કરો અને ફરીથી પ્રયાસ કરો અથવા સ્ટોરનો સંપર્ક કરો.,ما نمی توانیم آدرس شما را ارائه دهیم. لطفاً آدرس را به روز کنید و دوباره امتحان کنید یا با فروشگاه تماس بگیرید.,لا يمكننا العثور على العنوان الذي قدمته. يرجى تحديث العنوان والمحاولة مرة أخرى أو الاتصال بالمتجر.,איננו יכולים למצוא את הכתובת שסיפקת. אנא עדכן את הכתובת ונסה שוב או צור קשר עם החנות.,آپ کا فراہم کردہ پتہ ہم نہیں ڈھونڈ سکتے ہیں۔ براہ کرم ایڈریس کو اپ ڈیٹ کریں اور دوبارہ کوشش کریں یا اسٹور سے رابطہ کریں۔
public.checkout.errors.SERVING_HOURS_SCHEDULE_ERROR,It is not possible to submit orders at the specific time and date. Please select an alternative.,No es posible enviar pedidos en la fecha y hora específicas. Seleccione una alternativa.,Il n'est pas possible de passer des commandes à l'heure et à la date spécifiées. Veuillez sélectionner une alternative.,"Es ist nicht möglich, Bestellungen zu einem bestimmten Zeitpunkt und Datum aufzugeben. Bitte wählen Sie eine Alternative.",Non è possibile inviare ordini all'ora e alla data specifica. Seleziona un'alternativa.,Não é possível enviar pedidos na hora e data específicas. Selecione uma alternativa.,Het is niet mogelijk om bestellingen op de specifieke tijd en datum door te geven. Selecteer een alternatief.,Δεν είναι δυνατή η υποβολή παραγγελιών τη συγκεκριμένη ώρα και ημερομηνία. Επιλέξτε μια εναλλακτική λύση.,Невозможно отправлять заказы в определенное время и дату. Выберите альтернативу.,Belirli saat ve tarihte sipariş vermek mümkün değildir. Lütfen bir alternatif seçin.,특정 시간 및 날짜에 주문을 제출할 수 없습니다. 대안을 선택하세요.,Không thể gửi đơn đặt hàng vào thời gian và ngày cụ thể. Vui lòng chọn một giải pháp thay thế.,विशिष्ट समय और तिथि पर आदेश प्रस्तुत करना संभव नहीं है। कृपया एक विकल्प चुनें।,无法在特定时间和日期提交订单。请选择一个替代方案。,ご指定の日時にてご注文を承れません。他の日時をご指定ください。,Nije moguće podnositi narudžbe u točno određeno vrijeme i datum. Odaberite alternativu.,Није могуће слати наруџбине у одређено време и на одређени датум. Молимо изаберите алтернативу.,"Не е възможно да се подават поръчки в конкретния час и дата. Моля, изберете алтернатива.",Не е можно да се поднесат нарачки во одредено време и датум. Ве молиме изберете алтернатива.,V konkrétní čas a datum není možné odeslat objednávku. Vyberte prosím alternativu.,Det er ikke muligt at afgive ordrer på det bestemte tidspunkt og den bestemte dato. Vælg et alternativ.,Tilauksia ei voi lähettää tiettyyn aikaan ja päivämäärään. Valitse vaihtoehto.,Det er ikke mulig å sende inn bestillinger på bestemt tidspunkt og dato. Velg et alternativ.,Det är inte möjligt att skicka beställningar vid den specifika tidpunkten och datumet. Välj ett alternativ.,নির্দিষ্ট সময় ও তারিখে অর্ডার জমা দেওয়া সম্ভব নয়। অনুগ্রহ করে একটি বিকল্প নির্বাচন করুন।,"A megadott időpontban és időpontban nem lehet megrendeléseket leadni. Kérjük, válasszon egy alternatívát.",Tidak mungkin mengirimkan pesanan pada waktu dan tanggal tertentu. Silakan pilih alternatif.,Nu este posibilă trimiterea comenzilor la data și ora specifică. Vă rugăm să selectați o alternativă.,Неможливо подавати замовлення в певний час і дату. Виберіть альтернативу.,Nie ma możliwości złożenia zamówienia w określonym czasie i terminie. Wybierz alternatywę.,Nije moguće slati narudžbe u određeno vrijeme i na određeni datum. Odaberite alternativu.,"Pasūtījumus noteiktā laikā un datumā nav iespējams iesniegt. Lūdzu, izvēlieties alternatīvu.",Hindi posible na magsumite ng mga order sa tiyak na oras at petsa. Mangyaring pumili ng kahalili.,विशिष्ट वेळ आणि तारखेला ऑर्डर सादर करणे शक्य नाही. कृपया एक पर्याय निवडा.,ચોક્કસ સમય અને તારીખે ઓર્ડર આપવાનું શક્ય નથી. કૃપા કરીને કોઈ વિકલ્પ પસંદ કરો.,امکان ارسال سفارش در زمان و تاریخ خاص وجود ندارد. لطفاً جایگزین را انتخاب کنید.,لا يمكن تقديم الطلبات في الوقت والتاريخ المحددين. الرجاء تحديد بديل.,לא ניתן להגיש הזמנות בזמן ובמועד הספציפי. אנא בחר חלופה.,مخصوص وقت اور تاریخ پر احکامات جمع کرنا ممکن نہیں ہے۔ براہ کرم کوئی متبادل منتخب کریں۔
